model,DV,layer,b_prag,p_prag,b_sim,p_sim,b_mult,p_mult,b_mult_sd,p_mult_sd,R2,n
LLaMA,beam_per_layer_cosine,24,0.4716656982201977,0.003384653738776613,0.023274629288377147,0.8350278890024366,0.11413112828565528,0.4667293988053387,-0.39466243301300286,0.0008304905044215668,0.43293698676281844,45
LLaMA,beam_per_layer_cosine,25,0.4776206727654939,0.002768986252200762,0.013437472434997239,0.9018392515786909,0.11972694689856747,0.4387085076239702,-0.4029397798783473,0.0011877179686941262,0.43979180379223104,45
LLaMA,beam_per_layer_cosine,26,0.49441399815368126,0.002284858473259029,0.016980267147371664,0.8775473322462056,0.10402776015999923,0.4526430639660187,-0.39747434787968616,0.0018106621292939141,0.4483884435209472,45
LLaMA,beam_per_layer_cosine,27,0.49584688542041666,0.001797869573912193,0.01595483651452967,0.8845169170122082,0.11222882163322961,0.4258200837245688,-0.39246145869159554,0.0027919472341252027,0.4480691282956917,45
LLaMA,beam_per_layer_cosine,28,0.5012624642906934,0.0016453981039662032,0.028666072777595406,0.7943204208088448,0.10645069043463659,0.4267145343675932,-0.3864352801857528,0.002625898308997706,0.45786444258144954,45
LLaMA,beam_per_layer_cosine,29,0.498427587692734,0.0019106879950726643,0.0330006726996777,0.7707052111628139,0.09909492657841756,0.4531865909622559,-0.3895633168113348,0.0030910285038870237,0.45858122315371874,45
LLaMA,beam_per_layer_cosine,30,0.519194214885573,0.0020385397948385975,0.028101231829050263,0.8102259710739678,0.08159218979662176,0.50320334351506,-0.3800982992332389,0.003464896985654317,0.4620190405737252,45
LLaMA,beam_per_layer_cosine,31,0.5453496715491332,0.0012024946290888087,0.039753753526879904,0.7354265087989811,0.057286777134527164,0.62056078824513,-0.3576025039109299,0.0022584327224357006,0.4778298460495869,45
LLaMA,beam_per_layer_cosine,32,0.6478566743066372,0.0002538155912882639,-0.0902532887836868,0.4893014069915149,-0.004734323257183258,0.9810495603109518,-0.3274653133601904,0.0005375811774479902,0.4328480294320578,45
Mistral,caa_per_layer_l2,0,,,,,,,,,,45
Mistral,caa_per_layer_l2,1,0.5102571431622401,0.02551410585501785,-0.2737583097807501,0.17705607037599858,-0.2557740853734034,0.013809732408495787,0.28103428333806874,0.09505077034481364,0.27243790795274525,45
Mistral,caa_per_layer_l2,2,0.6583681197164504,0.00481914009924981,-0.6025150357098714,0.0006132242993417394,-0.20814153712036915,0.02331876312530345,0.3173853687634084,0.04554155117834874,0.2842479235999398,45
Mistral,caa_per_layer_l2,3,0.7634346821274093,0.00037007923810451407,-0.7338425859337363,2.1843595984732005e-05,-0.14081338933456194,0.31849479762765276,0.1524002997564829,0.3202891094272039,0.20229980807592796,45
Mistral,caa_per_layer_l2,4,0.6137158616300594,0.0029438033597908248,-0.6627831214362774,0.00010960665429151971,-0.20591913797345082,0.1715451606505316,0.23365256171002607,0.17214039811665816,0.23033762056935847,45
Mistral,caa_per_layer_l2,5,0.42885700096385126,0.06221171163810747,-0.5940434784639929,0.0005018111157193266,-0.15374161314418455,0.19607288045351312,0.198737298211168,0.3348616875565835,0.17263114731133888,45
Mistral,caa_per_layer_l2,6,0.5127416568707998,0.014582984011187926,-0.719404482976528,2.5674203769161275e-05,-0.22637113402572043,0.025719032768291253,0.22710915307706242,0.2479009202879695,0.2680827285126215,45
Mistral,caa_per_layer_l2,7,0.6094480170684115,0.0012684616936242076,-0.8800427606592582,3.0214147267332605e-07,-0.2216232222263635,0.018628370087239225,0.14737941268852586,0.4386184039556573,0.301613965655963,45
Mistral,caa_per_layer_l2,8,0.5496936502042991,0.018927635764091864,-0.87694586005668,3.9552395552065975e-06,-0.17720399408528953,0.07721172054263704,0.06673269276735139,0.6717506203632946,0.2759603923213507,45
Mistral,caa_per_layer_l2,9,0.4845991621366607,0.060977008675861484,-0.8559590437349534,3.932340376395468e-05,-0.10150646954051229,0.3512719320226251,0.03219168321568544,0.8437308468374014,0.26031569522703757,45
Mistral,caa_per_layer_l2,10,0.3100714144259979,0.2842272237054805,-0.7541939118222445,0.0007389386219272317,-0.049266045858159,0.6443527406160818,0.039011269705786694,0.8093744847448573,0.2638505336902571,45
Mistral,caa_per_layer_l2,11,0.2383010258989186,0.41414698833796615,-0.531703030995299,0.01683607211445136,-0.004454580830770605,0.9710708203625552,0.15159103502754873,0.4226250034296183,0.14285324572977187,45
Mistral,caa_per_layer_l2,12,-0.18166660455052272,0.4585225072934491,-0.37899878879796645,0.04849545794155461,0.07380348428980435,0.30930656140585955,0.2727234228889849,0.16329869524473362,0.3661323924990094,45
Mistral,caa_per_layer_l2,13,-0.2536052709214821,0.2888325732136957,-0.27867980695089006,0.14381190237392538,0.011930143527370984,0.885237175967076,0.2571343097559457,0.17954996382507848,0.3294326236435736,45
Mistral,caa_per_layer_l2,14,-0.3139689005908157,0.1313084722884204,-0.31297065772538957,0.061091883831542675,-0.06451201294914508,0.40243886827666675,0.2662592739322423,0.11775191223779982,0.4505987223052187,45
Mistral,caa_per_layer_l2,15,-0.5301162359874121,0.0051466332727200075,-0.1539032380105331,0.32300887720733595,-0.024995637972289188,0.7824817898538081,0.2572760659216342,0.09361037887082885,0.5163204393992935,45
Mistral,caa_per_layer_l2,16,-0.6872437111554237,1.3294506169866473e-05,0.0057241529433485205,0.9685253314266402,-0.03675473508489533,0.7193458616294608,0.24077766390772132,0.10120679213418769,0.5291706950767359,45
Mistral,caa_per_layer_l2,17,-0.7173120239068732,2.413043751588166e-07,0.06689258466633606,0.6509402414235113,-0.09598612459533273,0.35967632320842347,0.24510488874840852,0.06348668557009357,0.5165325782651808,45
Mistral,caa_per_layer_l2,18,-0.7025721413219991,2.2163431617704206e-08,0.068182894395246,0.6438049463053851,-0.12224048349212527,0.30350766454902,0.26497335109814685,0.04522382049518258,0.5161254882000799,45
Mistral,caa_per_layer_l2,19,-0.6755161502686926,7.288710416054975e-09,0.09185917916033004,0.519030018114635,-0.11526677175904337,0.4124214480383942,0.3219619528690616,0.012045370132662051,0.4921721089400084,45
Mistral,caa_per_layer_l2,20,-0.675947733861024,2.382537499933112e-07,0.18356152376345322,0.2606959718787607,-0.16041247269405184,0.33220702011725767,0.3058563792606445,0.0334216263947271,0.4185235037821621,45
Mistral,caa_per_layer_l2,21,-0.6538362226755374,1.8982215874091786e-07,0.17984799502167242,0.26996049171604186,-0.18267119455118047,0.2989776177305845,0.2998900438302493,0.04772979814419351,0.4058582510737436,45
Mistral,caa_per_layer_l2,22,-0.6119587451859423,1.0850247492353653e-06,0.1342593692165788,0.409236188543853,-0.1936704160365938,0.29394442545853106,0.3003743700464828,0.057251963861897,0.40613347826175605,45
Mistral,caa_per_layer_l2,23,-0.6011380665797874,1.7115518220235316e-06,0.1471385680804158,0.3618354481672986,-0.18512920306587738,0.3073738531729848,0.3134228648324488,0.06094925652845376,0.39041233853263424,45
Mistral,caa_per_layer_l2,24,-0.6010223673339762,2.2228188567449552e-06,0.16287133871917,0.33512992589914803,-0.1744926343702639,0.3419789628190255,0.3111343725276051,0.05747613633327079,0.37167932891350264,45
Mistral,caa_per_layer_l2,25,-0.5756458701145755,7.924121814882931e-06,0.1539884192613593,0.369526336580119,-0.17763938439498556,0.3621521590320962,0.31314172378053423,0.0654432609070103,0.3580738922519202,45
Mistral,caa_per_layer_l2,26,-0.5583349075386882,8.042780875671074e-06,0.12720839624524932,0.4505696708723472,-0.18968635220273644,0.32652771872888064,0.3206807562957349,0.05777032219410651,0.37325378839690415,45
Mistral,caa_per_layer_l2,27,-0.5365843526437662,7.649145380920651e-06,0.11187775661981295,0.4903628461812195,-0.18645959254136885,0.35236442316915295,0.3052671239964063,0.08328052149813467,0.35208007670856634,45
Mistral,caa_per_layer_l2,28,-0.5206092299020713,1.086168660564693e-05,0.11205546778203532,0.49036320286170854,-0.1846639782608476,0.3664117802634248,0.3156486447647572,0.07149481922457596,0.344624138581752,45
Mistral,caa_per_layer_l2,29,-0.5001060097008893,1.6528727454782246e-05,0.09687134244428804,0.5393659835963962,-0.19484448029105927,0.3640940484140024,0.30828322784845974,0.08030400936333727,0.3378358200805359,45
Mistral,caa_per_layer_l2,30,-0.48704799914936675,2.3134537747358187e-05,0.08689319298612505,0.5880176841104692,-0.19435941603635604,0.37791574258968674,0.30014483510055795,0.08517942088347447,0.32775591067812004,45
Mistral,caa_per_layer_l2,31,-0.4599075872164228,8.062818237182313e-05,0.07655393240578945,0.6378755116002501,-0.19924658032934672,0.37359326236722423,0.2736981211879142,0.11959244723100679,0.29759786359831786,45
Mistral,caa_per_layer_l2,32,-0.46000039683879695,0.0006972852290903799,0.11492294969855454,0.4962670361628917,-0.21189693845052388,0.3634510628458988,0.24125998820317984,0.15603599529408707,0.2612003704018293,45
Mistral,caa_per_layer_cosine,0,,,,,,,,,,45
Mistral,caa_per_layer_cosine,1,-0.34769179228584235,0.00538479927937303,0.15528426838323686,0.18801673173099054,0.2392605334299634,0.02851963412146257,-0.4244073827988577,0.046544541903562095,0.338421095846701,45
Mistral,caa_per_layer_cosine,2,-0.493469295154465,0.0061660257353413055,0.42372420315394616,0.0006085008556085209,0.23496009537439608,0.047095547262574665,-0.40752992110796,0.027214133945755073,0.3282775724885828,45
Mistral,caa_per_layer_cosine,3,-0.6351505903111394,0.00210827806802831,0.6513538988480482,2.5601964050119585e-05,0.09639816127335105,0.4796771143210915,-0.28856555155438335,0.08912308058900971,0.21564157047102883,45
Mistral,caa_per_layer_cosine,4,-0.5121633412109597,0.0028113634062205493,0.5578388474231404,2.515394490198715e-05,0.1392341153981192,0.3145830352277741,-0.3583501013464912,0.0621207368944407,0.249747352782829,45
Mistral,caa_per_layer_cosine,5,-0.44702368882309856,0.006940366638174526,0.5649793614336005,2.630079018054594e-06,0.1522215388962388,0.2695735273340947,-0.3785388045198664,0.07307775790824796,0.27527807973954066,45
Mistral,caa_per_layer_cosine,6,-0.5042990140361889,0.003092718002501336,0.6441904254284638,2.4615502688305894e-06,0.16875265840154036,0.2168452429792168,-0.336880023084675,0.1182463272946983,0.2751395804613669,45
Mistral,caa_per_layer_cosine,7,-0.6441004812486829,0.0011609783261491953,0.8593936976182333,6.671938679392186e-07,0.13965576839551638,0.264646082386927,-0.20897248238757554,0.2712523976761363,0.2699118178741805,45
Mistral,caa_per_layer_cosine,8,-0.5593005075106605,0.01830832450460432,0.8382025183269243,1.7546820091949093e-05,0.14312349314700434,0.3120004175269798,-0.10874212849676715,0.5596502949132807,0.24144494163941654,45
Mistral,caa_per_layer_cosine,9,-0.4821563831127638,0.0690221633605644,0.8175110853432425,0.00017020020762283404,0.10862062784150606,0.49113791650096594,-0.07384723732811145,0.6753051017903979,0.23766893690339141,45
Mistral,caa_per_layer_cosine,10,-0.289066189822471,0.32734502496425855,0.7122788051283894,0.002125185979116882,0.10641202312994123,0.46677195443572794,-0.02852541145475186,0.854755933149953,0.2470705603261446,45
Mistral,caa_per_layer_cosine,11,-0.22014468020632297,0.4669674809023987,0.5223841363322701,0.024867422250505197,0.06744583794177053,0.6410670215461998,-0.12338492758119156,0.46681283749211355,0.14555018229388916,45
Mistral,caa_per_layer_cosine,12,0.19127179311053574,0.4398033221509722,0.359636271659018,0.06632887104204908,0.01802275866441589,0.8404675908677999,-0.2728974078806725,0.11718480187726761,0.36255554750752195,45
Mistral,caa_per_layer_cosine,13,0.27031157048196724,0.25589982983891446,0.25013678441337756,0.18859268031546672,0.07730147949863593,0.3653766297694351,-0.2672545646668177,0.11722395605194376,0.34055210367314936,45
Mistral,caa_per_layer_cosine,14,0.3621575130317525,0.08462103246381834,0.2610910099945713,0.12701861290959748,0.09276495275236196,0.18881898722474832,-0.26134131864263654,0.08959667407710051,0.4522758389518361,45
Mistral,caa_per_layer_cosine,15,0.5638882917079631,0.0025445884681585835,0.1248241330346255,0.42603779156292154,0.07132756846025806,0.359295184461378,-0.2530450249669596,0.06419378417968855,0.5337180965313294,45
Mistral,caa_per_layer_cosine,16,0.6980938987419992,7.316474170561504e-06,-0.004934270700779578,0.9737327464225731,0.09449016013295279,0.29782779560644135,-0.2473355872650144,0.058284442881314596,0.5629407919310851,45
Mistral,caa_per_layer_cosine,17,0.7155829708777416,1.040979508339683e-08,-0.052874004752306095,0.7151534783546836,0.12119945123888945,0.20564389270202876,-0.2613376438209102,0.032724593501346655,0.5476838501700566,45
Mistral,caa_per_layer_cosine,18,0.698005197515353,9.822030501519799e-10,-0.04263296246281334,0.7695461000540111,0.13641387304247007,0.19370342223343517,-0.2768935192077847,0.020333388057692012,0.5511636081100699,45
Mistral,caa_per_layer_cosine,19,0.6715082035567601,3.3668978372090793e-09,-0.06808581125883455,0.6371705066559868,0.15351710340053273,0.25116373151881277,-0.31187769713733504,0.00933672045263485,0.5204932748251869,45
Mistral,caa_per_layer_cosine,20,0.6428349916140906,1.7375935059202353e-07,-0.12449751825080736,0.43620218072592265,0.19381665525388944,0.2460259798675294,-0.3029829202661709,0.02098668118733273,0.44794841962840315,45
Mistral,caa_per_layer_cosine,21,0.6109239091007543,4.843980384693708e-07,-0.11219398009715134,0.4851678078018532,0.20704444497163127,0.2498311671899126,-0.2935226193228635,0.0389433101819072,0.4256381722214949,45
Mistral,caa_per_layer_cosine,22,0.5696123379490385,3.907894456725835e-06,-0.06857841412297756,0.67458992914473,0.2108391236538556,0.24636204471278467,-0.30232537351241606,0.036437734215366696,0.4284489643126105,45
Mistral,caa_per_layer_cosine,23,0.5527277081090818,7.902777523507133e-06,-0.07382983199906608,0.6501640808006044,0.2006920892054398,0.26972125826316173,-0.3059597982144505,0.042721464043310106,0.4041060944081889,45
Mistral,caa_per_layer_cosine,24,0.5537412916298042,1.1767607550606845e-05,-0.08671772699326476,0.6118462838040564,0.19920761168102835,0.28127937472079223,-0.30255939528377507,0.04753929778037176,0.39155938543883173,45
Mistral,caa_per_layer_cosine,25,0.5258584360252897,3.522082325909999e-05,-0.07820647009311776,0.6540168037252232,0.20157110487267738,0.28719315344395047,-0.3069346870400359,0.05190903120877525,0.37641835440115623,45
Mistral,caa_per_layer_cosine,26,0.505787813576309,4.092643931732218e-05,-0.05396129538909335,0.7557751207892139,0.1992463196790101,0.2898501874789191,-0.3081056852341121,0.045988383252419746,0.37607578302266276,45
Mistral,caa_per_layer_cosine,27,0.47968905428265,3.72201250061317e-05,-0.03607376589033859,0.8286914669558725,0.19369421834663905,0.31594938133912465,-0.3101334407074516,0.052976930469511296,0.3645129190246148,45
Mistral,caa_per_layer_cosine,28,0.46389712614787965,4.112985201959468e-05,-0.03788972079825313,0.8203265872282441,0.1948799306009521,0.33241656158925936,-0.30597815197133554,0.059976687992897446,0.34695656736401537,45
Mistral,caa_per_layer_cosine,29,0.44504295600539084,8.914287074617432e-05,-0.025288884545438886,0.8787530406241436,0.19468296101354823,0.3543098008223483,-0.29658452213188974,0.06889354974903375,0.33333613157841735,45
Mistral,caa_per_layer_cosine,30,0.42618881188229346,7.818256285806318e-05,-0.014485849509511484,0.9311959326182306,0.19809172664428365,0.37281544913029085,-0.2817068659883556,0.09066162415165047,0.31708711461080163,45
Mistral,caa_per_layer_cosine,31,0.3858299867036598,0.0003304862150395521,8.446849805569812e-05,0.9996006808938291,0.20777427156438627,0.36708229722182073,-0.25733745604925673,0.132187413347665,0.2845283803059352,45
Mistral,caa_per_layer_cosine,32,0.3885289433878631,0.005100598609968133,-0.05691143555352125,0.7409761955867422,0.2314296245138336,0.3779889595988277,-0.22920989563342814,0.185624102744548,0.24790967461658353,45
Mistral,beam_per_layer_cosine,0,0.20973600314660407,0.1612669143835178,-0.009191967590277792,0.9448646223172513,0.1550292123228145,0.47139387276095945,-0.34778580891608013,0.07109089534580114,0.21215007365003968,45
Mistral,beam_per_layer_cosine,1,0.09872110670628571,0.5748731778227952,0.2435443341266264,0.24785937029020066,0.13972669647769187,0.5469465267148395,-0.29920171230210446,0.15901790342943622,0.24034271160852272,45
Mistral,beam_per_layer_cosine,2,-0.02461777318262781,0.9344958438719355,0.5007327874895178,0.09302624696535901,0.27530581261258097,0.13207858845241582,-0.09131217151296889,0.3497763024939091,0.3263948229556628,45
Mistral,beam_per_layer_cosine,3,-0.02465520944690272,0.9342128048072061,0.502487363119185,0.09263311305661036,0.2718249706647755,0.1305877361007143,-0.09664987949714549,0.32213067585955135,0.3277035823031329,45
Mistral,beam_per_layer_cosine,4,-0.019715297738581022,0.9472365443206081,0.5005286324794503,0.09390986699305924,0.2673227819579237,0.13089915552839101,-0.10383957858179729,0.2932662714150449,0.32963929702985384,45
Mistral,beam_per_layer_cosine,5,-0.005550282101791926,0.984987696579274,0.4938268471549212,0.0983591616030984,0.2586761735198272,0.1314235162739301,-0.11521826913943883,0.25910623345797423,0.33393832889349007,45
Mistral,beam_per_layer_cosine,6,0.021924708349046113,0.9393281759470521,0.46892685448728794,0.11250063070068415,0.25667366776850253,0.11120588693778688,-0.13485305091402625,0.22866965296508412,0.33925892556328563,45
Mistral,beam_per_layer_cosine,7,0.03048660813328627,0.9132716798383049,0.4690437403812696,0.10504858708969278,0.2431063553915194,0.11329837027622627,-0.15704342317564401,0.19361556022463355,0.34823823620453265,45
Mistral,beam_per_layer_cosine,8,0.0645524542146924,0.8064648014038218,0.4359804233575557,0.11788959597239072,0.24681478412956778,0.10180882425053772,-0.18959805778815286,0.16914543959798645,0.3629138926981471,45
Mistral,beam_per_layer_cosine,9,0.07694992413421528,0.751147059552814,0.4182071374222883,0.11619939775446025,0.2151458494849911,0.1752333728938653,-0.21042612244332837,0.16283732634700787,0.3494508577554567,45
Mistral,beam_per_layer_cosine,10,0.09157509876937428,0.6927685401454616,0.3997512213864489,0.1265625495173201,0.2176094391958819,0.18597655326056295,-0.21171002018708684,0.15958414670907228,0.3465030524953341,45
Mistral,beam_per_layer_cosine,11,0.11149221124423885,0.6224172216099785,0.39150621887744796,0.1425272712975052,0.19998090707512425,0.23398603130989593,-0.21611103152419078,0.15269000140615654,0.34937341230741636,45
Mistral,beam_per_layer_cosine,12,0.13431733723609052,0.5370112019374729,0.37157080827456734,0.1558722654751515,0.20054507090921797,0.23979833962898367,-0.21128233007669314,0.16666483169490043,0.348384387632406,45
Mistral,beam_per_layer_cosine,13,0.13904409940479484,0.5017637828469615,0.35565072006137555,0.1608920421343194,0.22604673434271005,0.19378605357014989,-0.2067213476504614,0.1840955141097741,0.34841367700390036,45
Mistral,beam_per_layer_cosine,14,0.15708206405306654,0.4261668881400389,0.3280187281091246,0.19040145752510307,0.20860633737724574,0.24349557493473317,-0.21560132837063645,0.15999730001944112,0.3337762613989119,45
Mistral,beam_per_layer_cosine,15,0.18826433615587296,0.34309821483890324,0.2974639117719474,0.24229828911570161,0.17888805941826408,0.3131467252851392,-0.23594354651163996,0.12119702572291108,0.3295167018016265,45
Mistral,beam_per_layer_cosine,16,0.18733773115726318,0.28996609170719756,0.2433883718042109,0.2845509222889304,0.2465951152690466,0.18213109685535345,-0.26843208448732586,0.08242641307527937,0.33881066301348495,45
Mistral,beam_per_layer_cosine,17,0.22690400839120628,0.1846919624228417,0.19434077059454485,0.3869262140048968,0.16109690610723976,0.3960344241308237,-0.30578151462655784,0.06444716771726984,0.3094159007367697,45
Mistral,beam_per_layer_cosine,18,0.24486116295258994,0.15075715519237426,0.17002046240295648,0.4535748153128103,0.17286151665908445,0.3540068499845864,-0.3105417833853709,0.060697110264716074,0.3137760151424134,45
Mistral,beam_per_layer_cosine,19,0.2899133187170399,0.0849795705383663,0.10469081555870788,0.6582087103906419,0.100428049447862,0.6396060477834906,-0.31500048427926686,0.07957847965523984,0.27252370133555237,45
Mistral,beam_per_layer_cosine,20,0.3106571588746238,0.04742412307225164,0.05454925202176969,0.8058020327142905,0.12925809316749554,0.5761378313566908,-0.28504038434228157,0.13510689058419698,0.24492302937233512,45
Mistral,beam_per_layer_cosine,21,0.3134816888608815,0.03817008873601678,0.01680230129293349,0.9348794447365716,0.13573843953307654,0.5541638066345901,-0.27412402508903855,0.14507408246612477,0.2195092750425549,45
Mistral,beam_per_layer_cosine,22,0.2683920709500064,0.07364712763701073,0.009052765861947643,0.9621117534024882,0.1950072057469757,0.3926031665997852,-0.2846577071687594,0.12741257736051986,0.22260780786983436,45
Mistral,beam_per_layer_cosine,23,0.2648061057569496,0.07788271561554133,-0.008996055551199617,0.9617998417123654,0.201789102510794,0.37729243745493146,-0.28870438344103644,0.12032986244955274,0.218698906188177,45
Mistral,beam_per_layer_cosine,24,0.25060672009708396,0.09190742076992915,-0.005601292478796482,0.9762562221703718,0.213326296238425,0.33867014975516074,-0.30376653870298853,0.10390706027294637,0.2299510984249553,45
Mistral,beam_per_layer_cosine,25,0.24548150289029458,0.08404563451889577,-0.02356974246255414,0.8961152268539607,0.19570225167891225,0.36385692227317235,-0.30605949321072096,0.10741700321092325,0.21210955727554526,45
Mistral,beam_per_layer_cosine,26,0.2409383044755321,0.0869234622932093,-0.037169701809986355,0.8362719250905785,0.19923152972592056,0.34056444290201404,-0.30816019268797024,0.10814100676492981,0.20864175296081722,45
Mistral,beam_per_layer_cosine,27,0.24826491780191554,0.0804051875467816,-0.057407765604985145,0.7550539679696544,0.19138343602808633,0.3483420932846589,-0.30753399837772294,0.11279604298736927,0.20024876803078784,45
Mistral,beam_per_layer_cosine,28,0.25426079395938395,0.08751122248254706,-0.06355652089621258,0.7421208792913649,0.17967316888966858,0.37647698176321864,-0.31793423290639566,0.0950316697784039,0.2020042092539458,45
Mistral,beam_per_layer_cosine,29,0.26590225954851004,0.07181350004001202,-0.06952432853017002,0.721079254564532,0.17359095430776,0.3939770459930091,-0.31613992804811897,0.0958707835441695,0.20042727793472104,45
Mistral,beam_per_layer_cosine,30,0.2808542632421775,0.04973956448823483,-0.08125308429184262,0.6739266566543647,0.16256415050633086,0.4168140305573115,-0.3105036735135148,0.10375261149863106,0.1934502817220286,45
Mistral,beam_per_layer_cosine,31,0.29134308601524755,0.0454467758656787,-0.09845721046125269,0.6165310312593586,0.1412776073253218,0.496404850727339,-0.3090235599243595,0.10572876158960419,0.18163451963554567,45
Mistral,beam_per_layer_cosine,32,0.36391873420552545,0.02313156463301272,-0.07778597293941866,0.7093232665600926,0.01640965618260519,0.9472363641143231,-0.21071507394626066,0.2975889275167416,0.13570781142280308,45
DS-V2-Lite,caa_per_layer_l2,0,,,,,,,,,,45
DS-V2-Lite,caa_per_layer_l2,1,0.5268120193099757,0.0043069882021295825,-0.5080004086529571,0.0022368747130081705,-0.14305763693809204,0.43675749979787726,0.1558240249751814,0.4989523098455585,0.12665523996492345,45
DS-V2-Lite,caa_per_layer_l2,2,0.39810192273000705,0.05441736766521104,-0.5160466347954009,0.003715990283288482,-0.10387053567855623,0.6087719630434634,0.31375076620677067,0.07841104794952951,0.1933332426497445,45
DS-V2-Lite,caa_per_layer_l2,3,0.3602123089156676,0.09392349458597263,-0.5144213182910143,0.009085639863290185,-0.2886125665457806,0.11133689589197455,0.17525447688901885,0.27336992320891673,0.21149160315929383,45
DS-V2-Lite,caa_per_layer_l2,4,0.5874270757517405,0.00817796282935694,-0.8688290589396745,9.755648178166989e-06,-0.11918605726499813,0.5323529875876059,0.08656798115992317,0.56481651111847,0.24063339532211292,45
DS-V2-Lite,caa_per_layer_l2,5,0.600864636205265,0.0012149987867408074,-0.8142886400665026,3.371802988203555e-06,-0.09224088435391187,0.6893571070723454,0.10819571233140987,0.5950677654414851,0.19977856288746831,45
DS-V2-Lite,caa_per_layer_l2,6,0.5891261425178069,0.0026097437392389126,-0.6231432910666179,0.0006698641886902354,-0.29260164647629483,0.31786442781871516,0.18470342548150148,0.3461691216662951,0.2442660682397212,45
DS-V2-Lite,caa_per_layer_l2,7,0.4490202015078545,0.008252783923912488,-0.5331383346231418,0.000578957011135074,-0.2538465429569462,0.24823977479960402,0.26193597129021573,0.09801697626030946,0.2358991731029798,45
DS-V2-Lite,caa_per_layer_l2,8,0.420644103637642,0.0032128191007895317,-0.3266893548043594,0.005939763920155019,-0.16204677494989184,0.5451043837252797,0.30067351346537463,0.10911216121829911,0.1856445173198119,45
DS-V2-Lite,caa_per_layer_l2,9,0.37119588174459045,0.0426433867995653,-0.19663552509669918,0.1793304962680179,-0.16878315598122628,0.46388124697759314,0.18718540982895948,0.3167796360276248,0.1287494616509186,45
DS-V2-Lite,caa_per_layer_l2,10,0.24848445771417715,0.263011943269872,-0.22959954505664198,0.2684509028004881,-0.011435971077370266,0.9484907229646035,0.24249583968327695,0.1668589013596561,0.07570737601469346,45
DS-V2-Lite,caa_per_layer_l2,11,0.035510433106571426,0.8799484616547036,0.03389410014305935,0.8912699788032219,-0.05384764442280568,0.8409563271899975,0.2503285389600097,0.19988170920689718,0.07667207399197162,45
DS-V2-Lite,caa_per_layer_l2,12,0.006282821811752215,0.9795777200352734,-0.11637934265607518,0.6872578587017196,-0.08861559952622157,0.6874799611130751,0.24509029960069317,0.12036519002683256,0.09088447392098375,45
DS-V2-Lite,caa_per_layer_l2,13,-0.0010654817423883661,0.9967660122926761,-0.06334778604744781,0.841377614406591,-0.1692026570876733,0.3930847946320579,0.1359670823086051,0.3466292137120961,0.06252720324479355,45
DS-V2-Lite,caa_per_layer_l2,14,-0.010800714902975267,0.9662763401527492,0.05198349164538259,0.8718910406203355,-0.16525514732540425,0.40699965976828667,0.21454050566836708,0.11392417996805308,0.09256340523981077,45
DS-V2-Lite,caa_per_layer_l2,15,0.02394270469265264,0.9170930143948319,0.0384993444612757,0.8890291077334352,-0.16858033591094296,0.30830956350858174,0.30991581761423026,0.009931508192342606,0.15373788206367767,45
DS-V2-Lite,caa_per_layer_l2,16,0.04388303264479865,0.8439121107879274,0.006732028814261715,0.9794000113438395,-0.16103508212702983,0.36944588787355126,0.35041674508397336,0.003248286852576783,0.17887427253621535,45
DS-V2-Lite,caa_per_layer_l2,17,0.052849186042487145,0.8037277464782028,0.019623719194105854,0.9364867321426485,-0.2259058374150402,0.24528566360464366,0.38930691308655585,0.001131923356646573,0.25069039255144954,45
DS-V2-Lite,caa_per_layer_l2,18,0.09230630177962776,0.6566588693584094,0.07884240635316281,0.7457145953435775,-0.2483347140648843,0.17995698456769005,0.41092292458873125,0.00036883722637905895,0.30793032029705236,45
DS-V2-Lite,caa_per_layer_l2,19,0.1382967569242634,0.5115128044026459,0.08719160111193508,0.7203163276756139,-0.24909594015767472,0.17504969677620108,0.37727558791018334,0.0008454066245095583,0.2981238193124319,45
DS-V2-Lite,caa_per_layer_l2,20,0.13584458377675057,0.5238437138760715,0.08109256382218151,0.7268620813599214,-0.22593035260063815,0.16622527189232073,0.4184661181282806,0.0003784101213023574,0.31666606241276996,45
DS-V2-Lite,caa_per_layer_l2,21,0.13983491765756562,0.4984952860544306,0.1164251713175927,0.5983398920271175,-0.22342314680385983,0.20009287216932947,0.4159844705733073,0.0009329275638010567,0.32990064307767497,45
DS-V2-Lite,caa_per_layer_l2,22,0.15947661242072203,0.44081581755487365,0.0986688400308689,0.649055464376146,-0.20694617980539837,0.2387778639509961,0.43576286333898695,0.00040094663974502514,0.3394155952384045,45
DS-V2-Lite,caa_per_layer_l2,23,0.1947790802280185,0.3425452752595102,0.04692362024740966,0.8252463757215643,-0.26306268578077285,0.13778350389963498,0.3896384490931122,0.0017525038937959792,0.32728159708944704,45
DS-V2-Lite,caa_per_layer_l2,24,0.21031775173264453,0.28646776094227466,-0.000360862976354695,0.998643240263515,-0.29284593928082736,0.1759511772456851,0.360123078980865,0.003915895914935195,0.3112544328171255,45
DS-V2-Lite,caa_per_layer_l2,25,0.22401605666153768,0.2759333862278761,-0.026245693916448425,0.9064707869122954,-0.3294680625703118,0.08068996234517721,0.3307016922650148,0.00477422705351524,0.31199621792702337,45
